catalogNumber,institutionCode,species_raw,determiner_raw,determiner_tier,type_status,latitude,longitude,coordinateUncertainty,doy,pheno_sin,pheno_cos,regional_group,image_path
NCU00378033,NCU,"Senecio smallii Britton, 1893","Mahler, William F.",Tier_2_Silver,None,35.888028,-84.526043,377.0,145,0.602988,-0.79775,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378033.jpg
NCU00378016,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.165247,-84.037045,500.0,142,0.643337,-0.765584,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378016.jpg
NCU00377979,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.805978,-84.146031,1763.0,132,0.764891,-0.644159,Appalachian_Highlands,data/raw_vouchers/NCU00377979.jpg
NCU00377954,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.232137,-87.88936,969.0,132,0.764891,-0.644159,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377954.jpg
NCU00378047,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.166667,-77.5,3000.0,149,0.546711,-0.837321,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00378047.jpg
409746,MVSC,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Robert Kral,Tier_3_Bronze,None,34.495572,-87.279112,5000.0,138,0.694452,-0.719539,Interior_Prairie_Midwest,data/raw_vouchers/409746.jpg
442225,MVSC,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,R. Kral,Tier_3_Bronze,None,33.150816,-85.640418,5000.0,140,0.66929,-0.743001,Piedmont_Granite_Flatrocks,data/raw_vouchers/442225.jpg
LYN-0005454,LYN,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Ramsey, Gwynn W.",Tier_3_Bronze,None,37.20937,-79.935397,1807.0,143,0.630072,-0.776537,Piedmont_Granite_Flatrocks,data/raw_vouchers/LYN-0005454.jpg
339623,WS,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,unknown,Tier_3_Bronze,None,35.05313,-85.050228,5000.0,126,0.827189,-0.561923,Interior_Prairie_Midwest,data/raw_vouchers/339623.jpg
BALT0036037,BALT,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Travis Poulsen,Tier_3_Bronze,None,34.232137,-87.88936,969.0,132,0.764891,-0.644159,Interior_Prairie_Midwest,data/raw_vouchers/BALT0036037.jpg
2601,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.270762,-76.728565,1186.0,140,0.66929,-0.743001,Coastal_Plain_Sandhills,data/raw_vouchers/2601.jpg
NCU00378014,NCU,"Senecio smallii Britton, 1893","Chapman, Caywood",Tier_2_Silver,None,36.87697,-86.286581,290.0,157,0.426674,-0.904405,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378014.jpg
NCU00377952,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.604181,-85.481297,1874.0,101,0.986146,-0.165878,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377952.jpg
NCU00377940,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.098294,-86.445302,538.0,119,0.888701,-0.458487,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377940.jpg
NCU00378050,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.575052,-77.541109,1000.0,134,0.742281,-0.670089,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00378050.jpg
NCU00011993,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.485219,-85.808415,739.0,126,0.827189,-0.561923,Interior_Prairie_Midwest,data/raw_vouchers/NCU00011993.jpg
NCU00377817,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.911965,-87.082944,201.0,128,0.807371,-0.590044,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377817.jpg
NCU00011994,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.752046,-85.811354,2755.0,136,0.718792,-0.695225,Interior_Prairie_Midwest,data/raw_vouchers/NCU00011994.jpg
NCU00378008,NCU,"Senecio smallii Britton, 1893","Demaree, Delzie",Tier_2_Silver,None,37.698431,-83.975658,3000.0,141,0.656411,-0.754404,Appalachian_Highlands,data/raw_vouchers/NCU00378008.jpg
NCU00377963,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.739902,-87.325903,2248.0,131,0.775859,-0.630907,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377963.jpg
NCU00377951,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.572518,-87.392139,301.0,129,0.797102,-0.603845,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377951.jpg
NCU00377965,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.015939,-87.358346,3036.0,130,0.786597,-0.617467,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377965.jpg
NCU00011995,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.67357,-78.070163,300.0,161,0.363482,-0.931601,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00011995.jpg
NCU00011996,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.69896,-77.91585,300.0,161,0.363482,-0.931601,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00011996.jpg
NCU00373752,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.288533,-81.85755,1648.0,175,0.130793,-0.99141,Appalachian_Highlands,data/raw_vouchers/NCU00373752.jpg
NCU00378067,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.467726,-77.806698,1123.0,159,0.395312,-0.918547,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00378067.jpg
NCU00378042,NCU,"Senecio smallii Britton, 1893","Chapman, Caywood",Tier_2_Silver,None,37.431525,-79.749483,244.0,172,0.18176,-0.983343,Appalachian_Highlands,data/raw_vouchers/NCU00378042.jpg
LYN-0005452,LYN,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Ramsey, Gwynn W.",Tier_3_Bronze,None,37.431653,-79.749537,200.0,172,0.18176,-0.983343,Appalachian_Highlands,data/raw_vouchers/LYN-0005452.jpg
LYN-0005314,LYN,Senecio anonymus Alph.Wood,"Doyle, Jeff J.",Tier_3_Bronze,None,36.818861,-80.216837,301.0,175,0.130793,-0.99141,Piedmont_Granite_Flatrocks,data/raw_vouchers/LYN-0005314.jpg
TENN-V-0237176,TENN,"Senecio smallii Britton, 1893",Lewis Lipps,Tier_3_Bronze,None,34.243724,-85.207253,1807.0,121,0.872404,-0.488785,Appalachian_Highlands,data/raw_vouchers/TENN-V-0237176.jpg
TENN-V-0237177,TENN,"Senecio smallii Britton, 1893",Lewis Lipps,Tier_3_Bronze,None,34.247697,-85.1997,1518.0,135,0.730644,-0.682758,Appalachian_Highlands,data/raw_vouchers/TENN-V-0237177.jpg
NCU00378068,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.25716,-78.414943,3605.0,149,0.546711,-0.837321,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00378068.jpg
NCU00377948,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.854038,-87.671209,1703.0,135,0.730644,-0.682758,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377948.jpg
442224,MVSC,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,R. Kral,Tier_3_Bronze,None,33.171081,-87.156489,5000.0,129,0.797102,-0.603845,Coastal_Plain_Sandhills,data/raw_vouchers/442224.jpg
MMNS005775,MMNS,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Louis C. Temple,Tier_3_Bronze,None,34.65501,-88.25536,100.0,133,0.753698,-0.657221,Coastal_Plain_Sandhills,data/raw_vouchers/MMNS005775.jpg
NCU00378061,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,37.18708,-80.45718,300.0,163,0.331221,-0.943553,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00378061.jpg
HUDC00004848,HUDC,"Senecio smallii Britton, 1893",H. David Hammond,Tier_3_Bronze,None,39.055042,-77.034669,1495.0,164,0.314942,-0.949111,Appalachian_Highlands,data/raw_vouchers/HUDC00004848.jpg
HUDC00004849,HUDC,"Senecio smallii Britton, 1893",H. David Hammond,Tier_3_Bronze,None,39.055042,-77.034669,1495.0,164,0.314942,-0.949111,Appalachian_Highlands,data/raw_vouchers/HUDC00004849.jpg
LYN-0005308,LYN,Senecio anonymus Alph.Wood,"Doyle, Jeff J.",Tier_3_Bronze,None,37.070343,-78.974093,300.0,167,0.265563,-0.964094,Piedmont_Granite_Flatrocks,data/raw_vouchers/LYN-0005308.jpg
NCU00373767,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.476507,-78.268104,1459.0,189,-0.109446,-0.993993,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373767.jpg
NCU00378038,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.845621,-86.39027,3000.0,120,0.880683,-0.473706,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378038.jpg
NCU00377993,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.967892,-83.005144,500.0,130,0.786597,-0.617467,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377993.jpg
NCU00377805,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.287853,-82.339924,2675.0,122,0.863867,-0.50372,Appalachian_Highlands,data/raw_vouchers/NCU00377805.jpg
ODU00011057,ODU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,J.R. Wells,Tier_3_Bronze,None,37.168157,-76.48268,858.0,135,0.730644,-0.682758,Coastal_Plain_Sandhills,data/raw_vouchers/ODU00011057.jpg
HUDC00004850,HUDC,"Senecio smallii Britton, 1893",H. David Hammond,Tier_3_Bronze,None,39.055042,-77.034669,1495.0,150,0.532227,-0.846602,Appalachian_Highlands,data/raw_vouchers/HUDC00004850.jpg
HUDC00004851,HUDC,"Senecio smallii Britton, 1893",H. David Hammond; Walter E. Davis,Tier_3_Bronze,None,39.055042,-77.034669,1495.0,150,0.532227,-0.846602,Appalachian_Highlands,data/raw_vouchers/HUDC00004851.jpg
HUDC00004852,HUDC,"Senecio smallii Britton, 1893",H. David Hammond,Tier_3_Bronze,None,39.055042,-77.034669,1495.0,150,0.532227,-0.846602,Appalachian_Highlands,data/raw_vouchers/HUDC00004852.jpg
WEWO0001368,WEWO,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Sorrie, B. A.",Tier_3_Bronze,None,35.153836,-79.367534,1424.0,128,0.807371,-0.590044,Piedmont_Granite_Flatrocks,data/raw_vouchers/WEWO0001368.jpg
10500,WILLI,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.715445,-76.490527,289.0,145,0.602988,-0.79775,Coastal_Plain_Sandhills,data/raw_vouchers/10500.jpg
TENN-V-0236358,TENN,Senecio anonymus Alph.Wood,R. Dale Thomas,Tier_3_Bronze,None,35.801471,-83.651575,1055.0,160,0.379453,-0.925211,Appalachian_Highlands,data/raw_vouchers/TENN-V-0236358.jpg
WCUH0005614,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,,Tier_3_Bronze,None,35.308867,-83.18439,1193.0,172,0.18176,-0.983343,Appalachian_Highlands,data/raw_vouchers/WCUH0005614.jpg
WCUH0005608,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Stuart, Robert K.",Tier_3_Bronze,None,35.29371,-83.168846,1000.0,174,0.147827,-0.989013,Appalachian_Highlands,data/raw_vouchers/WCUH0005608.jpg
HUDC00004853,HUDC,"Senecio smallii Britton, 1893",H. David Hammond; Walter E. Davis,Tier_3_Bronze,None,39.055042,-77.034669,1495.0,161,0.363482,-0.931601,Appalachian_Highlands,data/raw_vouchers/HUDC00004853.jpg
NCU00378002,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.766184,-83.85146,371.0,114,0.924803,-0.380447,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00378002.jpg
TENN-V-0236357,TENN,Senecio anonymus Alph.Wood,R. Dale Thomas,Tier_3_Bronze,None,35.802167,-83.659128,778.0,128,0.807371,-0.590044,Appalachian_Highlands,data/raw_vouchers/TENN-V-0236357.jpg
NCU00377969,NCU,"Senecio smallii Britton, 1893","Chapman, Caywood",Tier_2_Silver,None,30.557788,-84.393696,832.0,131,0.775859,-0.630907,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377969.jpg
WCUH0005606,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,,Tier_3_Bronze,None,35.044359,-83.163361,188.0,174,0.147827,-0.989013,Appalachian_Highlands,data/raw_vouchers/WCUH0005606.jpg
NCU00377959,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.92254,-86.307896,464.0,102,0.983147,-0.182817,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377959.jpg
NCU00377962,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.191811,-87.478623,778.0,118,0.896456,-0.443132,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377962.jpg
NCU00378019,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.882016,-84.809112,3000.0,129,0.797102,-0.603845,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378019.jpg
NCU00378037,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.757288,-86.531382,3000.0,131,0.775859,-0.630907,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378037.jpg
NCU00378036,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.845621,-86.39027,5000.0,130,0.786597,-0.617467,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378036.jpg
NCU00378034,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.85,-86.4,1000.0,131,0.775859,-0.630907,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378034.jpg
NCU00378035,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.757288,-86.531382,3000.0,131,0.775859,-0.630907,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378035.jpg
NCU00378040,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.757288,-86.531382,3000.0,131,0.775859,-0.630907,Interior_Prairie_Midwest,data/raw_vouchers/NCU00378040.jpg
LYN-0005315,LYN,Senecio anonymus Alph.Wood,"Doyle, Jeff J.",Tier_3_Bronze,None,36.585972,-79.395023,3000.0,132,0.764891,-0.644159,Piedmont_Granite_Flatrocks,data/raw_vouchers/LYN-0005315.jpg
MARY1052398,MARY,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,Robert D. Rappleye,Tier_3_Bronze,None,38.873193,-76.679564,150.0,144,0.616621,-0.78726,Appalachian_Highlands,data/raw_vouchers/MARY1052398.jpg
NCU00377958,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.921579,-86.306609,570.0,155,0.457531,-0.889193,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377958.jpg
LOB118324,LOB,"Senecio smallii Britton, 1893",P.C. Baker,Tier_3_Bronze,None,35.9132,-79.055844,1929.0,143,0.630072,-0.776537,Piedmont_Granite_Flatrocks,data/raw_vouchers/LOB118324.jpg
NCU00377888,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.668759,-80.52701,1807.0,113,0.93121,-0.364483,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00377888.jpg
NCU00377961,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,32.790449,-85.653223,3000.0,127,0.817401,-0.576069,Interior_Prairie_Midwest,data/raw_vouchers/NCU00377961.jpg
NCU00378041,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.162172,-82.251761,1372.0,167,0.265563,-0.964094,Appalachian_Highlands,data/raw_vouchers/NCU00378041.jpg
NCU00372526,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.631808,-80.926365,2958.0,110,0.948772,-0.315962,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372526.jpg
NCU00373771,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.384863,-78.063932,2916.0,131,0.775859,-0.630907,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373771.jpg
NCU00373757,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.483856,-80.284254,84.0,130,0.786597,-0.617467,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373757.jpg
321166,WS,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,unknown,Tier_3_Bronze,None,35.052643,-78.949239,1500.0,137,0.706727,-0.707487,Piedmont_Granite_Flatrocks,data/raw_vouchers/321166.jpg
NCU00372536,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison Mackenzie",Tier_1_Gold,None,34.408212,-78.84894,3000.0,115,0.918121,-0.396299,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372536.jpg
NCU00372587,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.466444,-77.136115,3374.0,150,0.532227,-0.846602,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372587.jpg
NCU00372525,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.268787,-79.215011,1360.0,142,0.643337,-0.765584,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372525.jpg
NCU00372514,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.020417,-76.887514,2821.0,149,0.546711,-0.837321,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372514.jpg
NCU00373744,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.546108,-79.923323,434.0,147,0.57519,-0.81802,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373744.jpg
NCU00372547,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison Mackenzie",Tier_1_Gold,None,35.940434,-77.774055,3000.0,147,0.57519,-0.81802,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372547.jpg
NCU00372551,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.484505,-76.577422,1057.0,129,0.797102,-0.603845,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372551.jpg
NCU00372569,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.56406,-76.439984,2466.0,138,0.694452,-0.719539,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372569.jpg
NCU00372567,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.426833,-77.066553,811.0,150,0.532227,-0.846602,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372567.jpg
NCU00372570,NCU,"Senecio smallii Britton, 1893","Chapman, Caywood",Tier_2_Silver,None,35.759439,-80.887553,1087.0,138,0.694452,-0.719539,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372570.jpg
NCU00373775,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.730262,-78.189668,795.0,129,0.797102,-0.603845,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373775.jpg
NCU00372531,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison Mackenzie",Tier_1_Gold,None,36.147672,-76.655781,1923.0,129,0.797102,-0.603845,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372531.jpg
NCU00373745,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.546108,-79.923323,434.0,147,0.57519,-0.81802,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373745.jpg
NCU00377814,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,34.639327,-79.932175,2299.0,133,0.753698,-0.657221,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377814.jpg
NCU00377889,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,33.848374,-81.488293,300.0,136,0.718792,-0.695225,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00377889.jpg
WCUH0005607,WCUH,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Stewart, Shelton",Tier_3_Bronze,None,35.525003,-78.985378,688.0,131,0.775859,-0.630907,Piedmont_Granite_Flatrocks,data/raw_vouchers/WCUH0005607.jpg
ODU00011058,ODU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,C. Ritchie Bell,Tier_3_Bronze,None,35.823345,-79.573637,487.0,147,0.57519,-0.81802,Piedmont_Granite_Flatrocks,data/raw_vouchers/ODU00011058.jpg
3087231,NY,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,T. M. Barkley,Tier_1_Gold,None,39.910758,-75.714347,1127.0,157,0.426674,-0.904405,Appalachian_Highlands,data/raw_vouchers/3087231.jpg
3087295,NY,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,T. M. Barkley,Tier_1_Gold,None,39.910758,-75.714347,1127.0,157,0.426674,-0.904405,Appalachian_Highlands,data/raw_vouchers/3087295.jpg
NCU00372512,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.938186,-82.00869,1269.0,168,0.24894,-0.968519,Appalachian_Highlands,data/raw_vouchers/NCU00372512.jpg
NCU00373776,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.752643,-82.274131,1807.0,179,0.062318,-0.998056,Appalachian_Highlands,data/raw_vouchers/NCU00373776.jpg
NCU00372788,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.807103,-77.378856,1677.0,165,0.298569,-0.954388,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372788.jpg
NCU00372787,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.351004,-78.89723,778.0,153,0.487847,-0.872929,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372787.jpg
NCU00373758,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,36.26939,-80.06481,1525.0,155,0.457531,-0.889193,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00373758.jpg
NCU00372556,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.939788,-79.8667,2885.0,154,0.472759,-0.881192,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372556.jpg
NCU00372562,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.329272,-82.894576,671.0,178,0.079477,-0.996837,Appalachian_Highlands,data/raw_vouchers/NCU00372562.jpg
NCU00372579,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.791729,-82.66752,112.0,157,0.426674,-0.904405,Appalachian_Highlands,data/raw_vouchers/NCU00372579.jpg
NCU00373777,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.92773,-82.452473,474.0,158,0.411054,-0.911611,Appalachian_Highlands,data/raw_vouchers/NCU00373777.jpg
DUKE10121379,DUKE,Senecio anonymus Alph.Wood,W.B. Schofield; M.B. Schofield,Tier_3_Bronze,None,35.55,-83.55,984.0,176,0.11372,-0.993513,Appalachian_Highlands,data/raw_vouchers/DUKE10121379.jpg
NCU00372785,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison McKenzie",Tier_1_Gold,None,35.13905,-76.977873,793.0,186,-0.058026,-0.998315,Coastal_Plain_Sandhills,data/raw_vouchers/NCU00372785.jpg
NCU00372546,NCU,Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve,"Mahoney, Alison Mackenzie",Tier_1_Gold,None,35.071786,-78.120944,300.0,117,0.903946,-0.427646,Piedmont_Granite_Flatrocks,data/raw_vouchers/NCU00372546.jpg
