catalogNumber,institutionCode,species_raw,determiner_raw,determiner_tier,type_status,latitude,longitude,coordinateUncertainty,doy,pheno_sin,pheno_cos,regional_group,image_path
544780,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,45.839652,-95.748216,800.0,152,0.502791,-0.864408,Interior_Prairie_Midwest,data/raw_vouchers/544780.jpg
455536,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Wheeler, Gerald",Tier_3_Bronze,None,44.33349,-94.442024,800.0,142,0.643337,-0.765584,Interior_Prairie_Midwest,data/raw_vouchers/455536.jpg
00206664,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R.J. Rondeau,Tier_3_Bronze,None,40.611368,-105.155828,1000.0,147,0.57519,-0.81802,Other_US,data/raw_vouchers/00206664.jpg
CSCN-V-0012055,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.992651,-100.024538,1200.0,151,0.517586,-0.855631,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012055.jpg
509869,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.217999,-94.200153,800.0,159,0.395312,-0.918547,Interior_Prairie_Midwest,data/raw_vouchers/509869.jpg
461936,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Wheeler, Gerald",Tier_3_Bronze,None,44.488589,-94.842347,800.0,161,0.363482,-0.931601,Interior_Prairie_Midwest,data/raw_vouchers/461936.jpg
v0422593WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,45.55253,-105.901154,50.0,166,0.282108,-0.959383,Other_US,data/raw_vouchers/v0422593WIS.jpg
v0422573WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,44.954744,-104.438132,50.0,165,0.298569,-0.954388,Other_US,data/raw_vouchers/v0422573WIS.jpg
v0422543WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney,Tier_1_Gold,None,43.927268,-103.502143,100.0,157,0.426674,-0.904405,Other_US,data/raw_vouchers/v0422543WIS.jpg
CSCN-V-0012084,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.718057,-100.22287,1200.0,152,0.502791,-0.864408,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012084.jpg
MISSA005255,MISSA,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,R. Dale Thomas,Tier_3_Bronze,None,31.94148,-92.741117,823.0,68,0.920659,0.390368,Coastal_Plain_Sandhills,data/raw_vouchers/MISSA005255.jpg
UVMVT176543,VT,Senecio plattensis Nutt.,S. R. Hill,Tier_3_Bronze,None,41.406107,-90.520382,969.0,135,0.730644,-0.682758,Interior_Prairie_Midwest,data/raw_vouchers/UVMVT176543.jpg
KHD00007382,DBG,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Jody K. Nelson,Tier_3_Bronze,None,39.874502,-105.212616,1000.0,164,0.314942,-0.949111,Other_US,data/raw_vouchers/KHD00007382.jpg
CSCN-V-0012053,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.07902,-100.258037,1200.0,155,0.457531,-0.889193,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012053.jpg
CSCN-V-0012054,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.07902,-100.258037,1200.0,155,0.457531,-0.889193,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012054.jpg
BRIT02619,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,D. Trock,Tier_1_Gold,None,29.635572,-98.522721,133.0,91,0.999986,0.005376,Interior_Prairie_Midwest,data/raw_vouchers/BRIT02619.jpg
00543363,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Jody K. Nelson,Tier_3_Bronze,None,39.882934,-105.220443,500.0,153,0.487847,-0.872929,Other_US,data/raw_vouchers/00543363.jpg
00543348,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,June D. Haines; Jody K. Nelson,Tier_3_Bronze,None,39.908716,-105.19805,500.0,163,0.331221,-0.943553,Other_US,data/raw_vouchers/00543348.jpg
CSCN-V-0012064,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.802093,-103.488276,1400.0,152,0.502791,-0.864408,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012064.jpg
CSCN-V-0012100,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.746718,-103.514626,750.0,169,0.232243,-0.972658,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012100.jpg
CSCN-V-0012104,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.855165,-103.609534,1400.0,178,0.079477,-0.996837,Appalachian_Highlands,data/raw_vouchers/CSCN-V-0012104.jpg
CSCN-V-0012103,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.861029,-103.580385,2100.0,175,0.130793,-0.99141,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012103.jpg
CSCN-V-0012102,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.851913,-103.586501,1200.0,163,0.331221,-0.943553,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012102.jpg
CSCN-V-0012101,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.809812,-103.564663,500.0,158,0.411054,-0.911611,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012101.jpg
CSCN-V-0012105,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.897913,-103.551829,150.0,194,-0.194431,-0.980916,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012105.jpg
BAYLU034297,BAYLU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Nomenclatural Adjustment,Tier_3_Bronze,None,32.24241,-97.40097,2901.0,96,0.996751,-0.080549,Interior_Prairie_Midwest,data/raw_vouchers/BAYLU034297.jpg
466767,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.51999,-92.339224,800.0,149,0.546711,-0.837321,Interior_Prairie_Midwest,data/raw_vouchers/466767.jpg
00543371,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Jody K. Nelson,Tier_3_Bronze,None,39.893774,-105.214828,500.0,138,0.694452,-0.719539,Other_US,data/raw_vouchers/00543371.jpg
BAYLU034191,BAYLU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Nomenclatural Adjustment,Tier_3_Bronze,None,35.814418,-86.609439,1010.0,146,0.589176,-0.808005,Interior_Prairie_Midwest,data/raw_vouchers/BAYLU034191.jpg
LYN-0005426,LYN,Senecio plattensis Nutt.,"Fleming, Gary P.; Rawinski; Moorhead; Croy; Gladen; Dunscomb",Tier_3_Bronze,None,37.148557,-80.27788,1243.0,130,0.786597,-0.617467,Interior_Prairie_Midwest,data/raw_vouchers/LYN-0005426.jpg
v0005597WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,42.735925,-91.025141,1138.0,135,0.730644,-0.682758,Interior_Prairie_Midwest,data/raw_vouchers/v0005597WIS.jpg
v0004102WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,44.831869,-92.678053,285.0,154,0.472759,-0.881192,Interior_Prairie_Midwest,data/raw_vouchers/v0004102WIS.jpg
00116814,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Dina Clark; Tim Hogan & Rick Brune,Tier_3_Bronze,None,37.003004,-103.448494,500.0,139,0.681972,-0.731378,Other_US,data/raw_vouchers/00116814.jpg
00116830,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Tim Hogan,Tier_3_Bronze,None,39.921751,-105.242098,1000.0,148,0.561034,-0.827793,Other_US,data/raw_vouchers/00116830.jpg
829694,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.171422,-91.929435,800.0,168,0.24894,-0.968519,Interior_Prairie_Midwest,data/raw_vouchers/829694.jpg
01339639,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Aaron Bush,Tier_3_Bronze,None,36.797518,-98.845927,3500.0,115,0.918121,-0.396299,Interior_Prairie_Midwest,data/raw_vouchers/01339639.jpg
v0005855WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,43.92913,-91.25792,250.0,137,0.706727,-0.707487,Interior_Prairie_Midwest,data/raw_vouchers/v0005855WIS.jpg
CSCN-V-0012066,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.793507,-103.14801,200.0,140,0.66929,-0.743001,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012066.jpg
CSCN-V-0012115,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,43.889951,-102.849045,1139.0,156,0.442168,-0.896932,Other_US,data/raw_vouchers/CSCN-V-0012115.jpg
UAM026557,UAM,Senecio plattensis Nutt.,Deb K Trock,Tier_1_Gold,None,39.053066,-96.285953,331.0,135,0.730644,-0.682758,Interior_Prairie_Midwest,data/raw_vouchers/UAM026557.jpg
MESA09792,MESA,Senecio plattensis Nutt.,John Anderson,Tier_3_Bronze,None,38.250923,-105.03989,900.0,134,0.742281,-0.670089,Other_US,data/raw_vouchers/MESA09792.jpg
MESA04262,MESA,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,T. Archibeque,Tier_3_Bronze,None,39.9211,-105.212888,1200.0,142,0.643337,-0.765584,Other_US,data/raw_vouchers/MESA04262.jpg
CSCN-V-0012092,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,40.621916,-96.99293,250.0,127,0.817401,-0.576069,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012092.jpg
BHSC0054952,BHSC,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Peabody, Frederick J.",Tier_3_Bronze,None,43.908912,-102.396206,1006.0,160,0.379453,-0.925211,Other_US,data/raw_vouchers/BHSC0054952.jpg
MESA09791,MESA,Senecio plattensis Nutt.,John L. Anderson; Greg Brown,Tier_3_Bronze,None,37.490207,-104.017361,2700.0,164,0.314942,-0.949111,Other_US,data/raw_vouchers/MESA09791.jpg
v0005770WIS,WIS,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Mahoney, Alison",Tier_1_Gold,None,44.470303,-92.069604,569.0,155,0.457531,-0.889193,Interior_Prairie_Midwest,data/raw_vouchers/v0005770WIS.jpg
59308,WILLI,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,36.719346,-78.629751,700.0,178,0.079477,-0.996837,Piedmont_Granite_Flatrocks,data/raw_vouchers/59308.jpg
B90_1_82,SMM,Senecio plattensis Nutt.,R.J.O.,Tier_3_Bronze,None,47.064114,-96.436268,566.0,169,0.232243,-0.972658,Interior_Prairie_Midwest,data/raw_vouchers/B90_1_82.jpg
B90_1_81,SMM,Senecio plattensis Nutt.,Richard Oehlenschlager,Tier_3_Bronze,None,47.063982,-96.436268,580.0,169,0.232243,-0.972658,Interior_Prairie_Midwest,data/raw_vouchers/B90_1_81.jpg
B90_1_80,SMM,Senecio plattensis Nutt.,R.J.O.,Tier_3_Bronze,None,47.064202,-96.436182,556.0,169,0.232243,-0.972658,Interior_Prairie_Midwest,data/raw_vouchers/B90_1_80.jpg
CSCN-V-0012113,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,43.337089,-103.374868,2500.0,149,0.546711,-0.837321,Other_US,data/raw_vouchers/CSCN-V-0012113.jpg
KHD00009170,DBG,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Nomenclatural Adjustment,Tier_3_Bronze,None,39.938029,-105.258179,1000.0,161,0.363482,-0.931601,Other_US,data/raw_vouchers/KHD00009170.jpg
01339647,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,C. M. Buckley,Tier_3_Bronze,None,36.833954,-98.630127,1000.0,111,0.943196,-0.332235,Interior_Prairie_Midwest,data/raw_vouchers/01339647.jpg
833761,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.928095,-95.80856,800.0,151,0.517586,-0.855631,Interior_Prairie_Midwest,data/raw_vouchers/833761.jpg
00116947,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Tom Patterson; Craig Heacok,Tier_3_Bronze,None,37.640181,-102.52414,1000.0,131,0.775859,-0.630907,Other_US,data/raw_vouchers/00116947.jpg
DEK000096074,DEK,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Michael G. Van Buer,Tier_3_Bronze,None,41.974801,-89.336577,2940.0,136,0.718792,-0.695225,Interior_Prairie_Midwest,data/raw_vouchers/DEK000096074.jpg
CSCN-V-0012096,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,CSCN staff,Tier_3_Bronze,None,40.857709,-96.976741,750.0,136,0.718792,-0.695225,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012096.jpg
CSCN-V-0012087,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.901913,-97.52321,400.0,135,0.730644,-0.682758,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012087.jpg
CSCN-V-0012088,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.019831,-97.482503,350.0,136,0.718792,-0.695225,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012088.jpg
CSCN-V-0012086,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.901913,-97.52321,400.0,135,0.730644,-0.682758,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012086.jpg
814813,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Wheeler, Gerald",Tier_3_Bronze,None,47.332642,-96.354392,800.0,153,0.487847,-0.872929,Interior_Prairie_Midwest,data/raw_vouchers/814813.jpg
CSCN-V-0012052,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.640435,-103.688825,250.0,171,0.198648,-0.980071,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012052.jpg
TEX00476541,TEX,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Turner, Billie Lee",Tier_2_Silver,None,31.152297,-98.594902,523.0,109,0.954067,-0.299595,Interior_Prairie_Midwest,data/raw_vouchers/TEX00476541.jpg
795475,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,46.463938,-96.375294,800.0,135,0.730644,-0.682758,Interior_Prairie_Midwest,data/raw_vouchers/795475.jpg
CSCN-V-0012085,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.916512,-97.697655,400.0,144,0.616621,-0.78726,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012085.jpg
CSCN-V-0012090,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.838191,-102.931848,2600.0,148,0.561034,-0.827793,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012090.jpg
3118416,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,L. C. Higgins,Tier_3_Bronze,None,35.54816,-101.731551,1681.57,129,0.797102,-0.603845,Interior_Prairie_Midwest,data/raw_vouchers/3118416.jpg
CSCN-V-0012095,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,40.82266,-96.96225,100.0,128,0.807371,-0.590044,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012095.jpg
CSCN-V-0032296,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,CSCN staff,Tier_3_Bronze,None,42.426367,-103.733369,300.0,146,0.589176,-0.808005,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0032296.jpg
CSCN-V-0012089,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.495274,-103.196249,500.0,151,0.517586,-0.855631,Appalachian_Highlands,data/raw_vouchers/CSCN-V-0012089.jpg
Z2001_1_126,SMM,Senecio plattensis Nutt.,Welby R. Smith,Tier_3_Bronze,None,45.506728,-93.791533,324.0,166,0.282108,-0.959383,Interior_Prairie_Midwest,data/raw_vouchers/Z2001_1_126.jpg
KHD00009148,DBG,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Nomenclatural Adjustment,Tier_3_Bronze,None,39.930141,-105.252099,1000.0,140,0.66929,-0.743001,Other_US,data/raw_vouchers/KHD00009148.jpg
776296,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.691524,-93.654586,800.0,138,0.694452,-0.719539,Coastal_Plain_Sandhills,data/raw_vouchers/776296.jpg
CSCN-V-0012062,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.696605,-103.010094,100.0,137,0.706727,-0.707487,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012062.jpg
780423,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,44.854763,-92.775046,800.0,153,0.487847,-0.872929,Interior_Prairie_Midwest,data/raw_vouchers/780423.jpg
BAYLU034294,BAYLU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Ann Gordon,Tier_3_Bronze,None,31.34395,-97.28253,4208.0,95,0.997989,-0.063391,Interior_Prairie_Midwest,data/raw_vouchers/BAYLU034294.jpg
3118537,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,C. C. Freeman,Tier_3_Bronze,None,39.1835,-96.6727,969.0,138,0.694452,-0.719539,Interior_Prairie_Midwest,data/raw_vouchers/3118537.jpg
3118518,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,C. C. Freeman,Tier_3_Bronze,None,39.0385,-96.6226,969.0,134,0.742281,-0.670089,Interior_Prairie_Midwest,data/raw_vouchers/3118518.jpg
3118538,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,C. C. Freeman,Tier_3_Bronze,None,39.0512,-96.4924,969.0,134,0.742281,-0.670089,Interior_Prairie_Midwest,data/raw_vouchers/3118538.jpg
3118463,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,D. M. Sutherland,Tier_3_Bronze,None,41.2141,-101.6435,969.0,164,0.314942,-0.949111,Interior_Prairie_Midwest,data/raw_vouchers/3118463.jpg
DEK000096077,DEK,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Michael G. Van Buer,Tier_3_Bronze,None,42.011615,-89.002933,1460.0,165,0.298569,-0.954388,Interior_Prairie_Midwest,data/raw_vouchers/DEK000096077.jpg
CSCN-V-0012058,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.16207,-100.977011,1000.0,161,0.363482,-0.931601,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012058.jpg
BRIT331594,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Julie Taylor,Tier_3_Bronze,None,32.781526,-96.564536,409.0,100,0.988854,-0.14889,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331594.jpg
BRIT122076,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Kim Anderson,Tier_3_Bronze,None,32.781526,-96.564536,409.0,106,0.968251,-0.249981,Interior_Prairie_Midwest,data/raw_vouchers/BRIT122076.jpg
BRIT331591,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,S. L. Narayana,Tier_3_Bronze,None,32.781526,-96.564536,409.0,106,0.968251,-0.249981,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331591.jpg
BRIT331590,BRIT,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Traci England,Tier_3_Bronze,None,32.781526,-96.564536,409.0,106,0.968251,-0.249981,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331590.jpg
BRIT331587,BRIT,Senecio plattensis Nutt.,Helen M. Gaudin,Tier_3_Bronze,None,32.706797,-97.164501,192.0,100,0.988854,-0.14889,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331587.jpg
BRIT331586,BRIT,Senecio plattensis Nutt.,Deborah L. Lively,Tier_3_Bronze,None,32.702301,-97.164137,552.0,96,0.996751,-0.080549,Interior_Prairie_Midwest,data/raw_vouchers/BRIT331586.jpg
770491,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,45.4052,-95.695984,800.0,152,0.502791,-0.864408,Interior_Prairie_Midwest,data/raw_vouchers/770491.jpg
BHSC0054949,BHSC,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Hansen, Paul L.",Tier_3_Bronze,None,45.692682,-102.234724,726.0,174,0.147827,-0.989013,Other_US,data/raw_vouchers/BHSC0054949.jpg
01339605,COLO,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,COLO Staff,Tier_3_Bronze,None,36.911969,-104.328872,500.0,171,0.198648,-0.980071,Other_US,data/raw_vouchers/01339605.jpg
CSCN-V-0012063,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.865993,-103.018125,1300.0,158,0.411054,-0.911611,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012063.jpg
CSCN-V-0012046,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Joyce Phillips Hardy,Tier_3_Bronze,None,39.867577,-105.249898,500.0,163,0.331221,-0.943553,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012046.jpg
148243,KU,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Deb K. Trock,Tier_1_Gold,None,34.273324,-96.775658,4032.0,115,0.918121,-0.396299,Interior_Prairie_Midwest,data/raw_vouchers/148243.jpg
UTEP_Herb_18884,UTEP,Senecio plattensis Nutt.,Larry K. Magrath,Tier_3_Bronze,None,34.263293,-96.771082,1084.0,115,0.918121,-0.396299,Interior_Prairie_Midwest,data/raw_vouchers/UTEP_Herb_18884.jpg
739933,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,45.810665,-95.748005,800.0,148,0.561034,-0.827793,Interior_Prairie_Midwest,data/raw_vouchers/739933.jpg
758126,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,45.737982,-96.625048,800.0,134,0.742281,-0.670089,Interior_Prairie_Midwest,data/raw_vouchers/758126.jpg
741478,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,46.159244,-96.235363,800.0,148,0.561034,-0.827793,Interior_Prairie_Midwest,data/raw_vouchers/741478.jpg
740185,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,45.448674,-95.245019,800.0,144,0.616621,-0.78726,Interior_Prairie_Midwest,data/raw_vouchers/740185.jpg
750564,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,43.767742,-91.42281,800.0,151,0.517586,-0.855631,Interior_Prairie_Midwest,data/raw_vouchers/750564.jpg
UTEP_Herb_18883,UTEP,Senecio plattensis Nutt.,Larry K. Magrath,Tier_3_Bronze,None,34.796542,-97.081171,108.0,121,0.872404,-0.488785,Interior_Prairie_Midwest,data/raw_vouchers/UTEP_Herb_18883.jpg
47917,WILLI,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,37.078218,-80.570442,263.0,132,0.764891,-0.644159,Piedmont_Granite_Flatrocks,data/raw_vouchers/47917.jpg
CSCN-V-0012108,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,41.881563,-97.214045,1200.0,136,0.718792,-0.695225,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012108.jpg
3118495,NY,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,C. C. Freeman,Tier_3_Bronze,None,42.806971,-100.129785,4931.0,155,0.457531,-0.889193,Interior_Prairie_Midwest,data/raw_vouchers/3118495.jpg
739692,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,45.159258,-96.010767,800.0,152,0.502791,-0.864408,Interior_Prairie_Midwest,data/raw_vouchers/739692.jpg
CSCN-V-0012060,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.980485,-101.091217,950.0,167,0.265563,-0.964094,Interior_Prairie_Midwest,data/raw_vouchers/CSCN-V-0012060.jpg
CSCN-V-0012082,CSCN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Steven B. Rolfsmeier,Tier_3_Bronze,None,42.52016,-99.184459,1600.0,154,0.472759,-0.881192,Coastal_Plain_Sandhills,data/raw_vouchers/CSCN-V-0012082.jpg
CAU00004022,CAU,Senecio plattensis Nutt.,"Moore, Joe",Tier_3_Bronze,None,36.225439,-91.448518,969.0,101,0.986146,-0.165878,Interior_Prairie_Midwest,data/raw_vouchers/CAU00004022.jpg
39759,WILLI,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,"Trock, Debra",Tier_1_Gold,None,39.041311,-78.332268,160.0,126,0.827189,-0.561923,Piedmont_Granite_Flatrocks,data/raw_vouchers/39759.jpg
735768,MIN,Packera plattensis (Nutt.) W.A.Weber & Á.Löve,Alison Mahoney & Sarah Soderholm,Tier_1_Gold,None,46.318653,-96.290714,800.0,167,0.265563,-0.964094,Interior_Prairie_Midwest,data/raw_vouchers/735768.jpg
